election_num,state,Ypos,Xpos,MOE_original, MOE_instance,Trump,Clinton,Trump_New, Clinton_New,Trump_EVotes,Clinton_EVotes,Flip_Ind,MOE_Rare_Ind,Surprise_Ind
379,Minnesota,3,5,3.9,1.55,39,49,39,50.55,0,10,0,0,0
379,Missouri,7,6,3.5,0.38,47,41,47,41.38,10,0,0,0,0
379,Mississippi,5,5,2.9,1.48,54,39,54,40.48,6,0,0,0,0
379,Montana,3,3,3.2,1.12,46,36,47.12,36,3,0,0,0,0
379,Nebraska,5,4,3.6,0.82,56,29,56.82,29,5,0,0,0,0
379,Nevada,4,2,4.9,3.96,46,46,46,49.96,0,6,1,0,0
379,New Hampshire,2,11,3.7,3.36,38,49,41.36,49,0,4,0,0,0
379,New Jersey,4,9,3.8,1.44,40,51,40,52.44,0,14,0,0,0
379,New Mexico,6,3,1.8,0.6,44,46,44.6,46,0,5,0,0,0
379,New York,3,9,4.5,2.97,34,51,34,53.97,0,29,0,0,0
379,North Carolina,6,7,3.5,2.36,44,44,44,46.36,0,15,1,0,0
379,North Dakota,3,4,4.9,1.84,43,32,43,33.84,3,0,0,0,0
379,Ohio,4,7,3.2,2.94,46,39,46,41.94,18,0,0,0,0
379,Oklahoma,7,4,4.3,1.48,60,30,60,31.48,7,0,0,0,0
379,Oregon,4,1,4.4,4.05,34,41,34,45.05,0,7,0,0,0
379,Pennsylvania,4,8,2.8,2.6,40,46,42.6,46,0,20,0,0,0
379,Rhode Island,4,11,3.4,2.27,32,52,32,54.27,0,4,0,0,0
379,South Carolina,6,8,4.4,0.56,47,36,47,36.56,9,0,0,0,0
379,South Dakota,4,4,4.0,0.88,49,35,49,35.88,3,0,0,0,0
379,Tennessee,6,6,4.4,0.55,44,34,44.55,34,11,0,0,0,0
379,Texas,8,4,3.6,3.5,49,35,49,38.5,38,0,0,0,0
379,Utah,5,2,2.7,0.93,40,30,40.93,30,6,0,0,0,0
379,Vermont,2,10,3.0,2.14,26,52,26,54.14,0,3,0,0,0
379,Virginia,5,8,3.6,0.16,42,48,42.16,48,0,13,0,0,0
379,Washington,3,1,4.9,2.08,39,55,41.08,55,0,12,0,0,0
379,West Virginia,5,7,5.0,1.04,60,28,60,29.04,5,0,0,0,0
379,Wisconsin,2,6,1.9,0.45,41,49,41.45,49,0,10,0,0,0
379,Wyoming,4,3,3.6,2.03,58,20,58,22.03,3,0,0,0,0
379,totals,,,,,,,0,1,260,278,,,0
380,Alabama,7,7,2.0,0.97,48,32,48,32.97,9,0,0,0,0
380,Alaska,1,1,4.9,0.04,43,47,43,47.04,0,3,0,0,0
380,Arizona,6,2,4.9,1.93,47,45,47,46.93,11,0,0,0,0
380,Arkansas,6,5,4.1,0.98,59,36,59.98,36,6,0,0,0,0
380,California,5,1,4.9,3.33,35,58,35,61.33,0,55,0,0,0
380,Colorado,5,3,3.7,2.78,43,48,43,50.78,0,9,0,0,0
380,Connecticut,4,10,3.0,2.29,35,50,37.29,50,0,7,0,0,0
380,Delaware,5,10,4.1,2.63,30,51,30,53.63,0,3,0,0,0
380,District of Columbia,6,9,4.9,3.98,4,91,7.98,91,0,3,0,0,0
380,Florida,8,9,3.3,1.92,50,46,51.92,46,29,0,0,0,0
380,Georgia,7,8,2.8,1.03,52,45,52,46.03,16,0,0,0,0
380,Hawaii,1,2,5.0,3.58,30,62,30,65.58,0,4,0,0,0
380,Idaho,3,2,4.0,3.36,48,29,48,32.36,4,0,0,0,0
380,Illinois,3,6,4.3,1.9,41,53,41,54.9,0,20,0,0,0
380,Indiana,4,6,4.0,3.15,48,37,48,40.15,11,0,0,0,0
380,Iowa,4,5,3.5,1.66,46,39,47.66,39,6,0,0,0,0
380,Kansas,6,4,5.5,1.81,58,34,58,35.81,6,0,0,0,0
380,Kentucky,5,6,4.0,2.89,54,37,56.89,37,8,0,0,0,0
380,Louisiana,7,5,4.4,3.93,50,35,53.93,35,8,0,0,0,0
380,Maine,1,11,3.5,1.7,42,46,43.7,46,0,4,0,0,0
380,Maryland,5,9,4.0,2.51,27,63,29.51,63,0,10,0,0,0
380,Massachusetts,3,10,5.0,1.95,26,56,26,57.95,0,11,0,0,0
380,Michigan,3,7,2.8,1.5,49,47,49,48.5,16,0,0,0,0
380,Minnesota,3,5,3.9,3.86,39,49,39,52.86,0,10,0,0,0
380,Missouri,7,6,3.5,1.83,47,41,47,42.83,10,0,0,0,0
380,Mississippi,5,5,2.9,0.09,54,39,54.09,39,6,0,0,0,0
380,Montana,3,3,3.2,3.6,46,36,49.6,36,3,0,0,1,0
380,Nebraska,5,4,3.6,0.31,56,29,56,29.31,5,0,0,0,0
380,Nevada,4,2,4.9,2.48,46,46,48.48,46,6,0,1,0,0
380,New Hampshire,2,11,3.7,0.83,38,49,38,49.83,0,4,0,0,0
380,New Jersey,4,9,3.8,3.26,40,51,40,54.26,0,14,0,0,0
380,New Mexico,6,3,1.8,0.06,44,46,44,46.06,0,5,0,0,0
380,New York,3,9,4.5,1.65,34,51,35.65,51,0,29,0,0,0
380,North Carolina,6,7,3.5,0.63,44,44,44.63,44,15,0,1,0,0
380,North Dakota,3,4,4.9,1.25,43,32,43,33.25,3,0,0,0,0
380,Ohio,4,7,3.2,2.81,46,39,46,41.81,18,0,0,0,0
380,Oklahoma,7,4,4.3,3.66,60,30,63.66,30,7,0,0,0,0
380,Oregon,4,1,4.4,2.15,34,41,36.15,41,0,7,0,0,0
380,Pennsylvania,4,8,2.8,1.43,40,46,40,47.43,0,20,0,0,0
380,Rhode Island,4,11,3.4,1.77,32,52,32,53.77,0,4,0,0,0
380,South Carolina,6,8,4.4,2.67,47,36,49.67,36,9,0,0,0,0
380,South Dakota,4,4,4.0,3.81,49,35,49,38.81,3,0,0,0,0
380,Tennessee,6,6,4.4,3.01,44,34,44,37.01,11,0,0,0,0
380,Texas,8,4,3.6,0.8,49,35,49,35.8,38,0,0,0,0
380,Utah,5,2,2.7,0.09,40,30,40.09,30,6,0,0,0,0
380,Vermont,2,10,3.0,1.44,26,52,26,53.44,0,3,0,0,0
380,Virginia,5,8,3.6,1.3,42,48,42,49.3,0,13,0,0,0
380,Washington,3,1,4.9,0.47,39,55,39,55.47,0,12,0,0,0
380,West Virginia,5,7,5.0,4.49,60,28,60,32.49,5,0,0,0,0
380,Wisconsin,2,6,1.9,1.16,41,49,42.16,49,0,10,0,0,0
380,Wyoming,4,3,3.6,1.66,58,20,58,21.66,3,0,0,0,0
380,totals,,,,,,,1,0,278,260,,,0
381,Alabama,7,7,2.0,9.98,48,32,57.98,32,9,0,0,1,0
381,Alaska,1,1,4.9,4.56,43,47,43,51.56,0,3,0,0,0
381,Arizona,6,2,4.9,0.09,47,45,47.09,45,11,0,0,0,0
381,Arkansas,6,5,4.1,0.03,59,36,59,36.03,6,0,0,0,0
381,California,5,1,4.9,2.66,35,58,37.66,58,0,55,0,0,0
381,Colorado,5,3,3.7,2.41,43,48,43,50.41,0,9,0,0,0
381,Connecticut,4,10,3.0,1.05,35,50,35,51.05,0,7,0,0,0
381,Delaware,5,10,4.1,1.96,30,51,31.96,51,0,3,0,0,0
381,District of Columbia,6,9,4.9,4.54,4,91,4,95.54,0,3,0,0,0
381,Florida,8,9,3.3,2.05,50,46,52.05,46,29,0,0,0,0
381,Georgia,7,8,2.8,2.12,52,45,54.12,45,16,0,0,0,0
381,Hawaii,1,2,5.0,1.23,30,62,30,63.23,0,4,0,0,0
381,Idaho,3,2,4.0,2.08,48,29,50.08,29,4,0,0,0,0
381,Illinois,3,6,4.3,2.03,41,53,43.03,53,0,20,0,0,0
381,Indiana,4,6,4.0,5.95,48,37,48,42.95,11,0,0,1,0
381,Iowa,4,5,3.5,1.1,46,39,46,40.1,6,0,0,0,0
381,Kansas,6,4,5.5,4.99,58,34,58,38.99,6,0,0,0,0
381,Kentucky,5,6,4.0,3.37,54,37,57.37,37,8,0,0,0,0
381,Louisiana,7,5,4.4,3.13,50,35,50,38.13,8,0,0,0,0
381,Maine,1,11,3.5,2.18,42,46,42,48.18,0,4,0,0,0
381,Maryland,5,9,4.0,3.14,27,63,27,66.14,0,10,0,0,0
381,Massachusetts,3,10,5.0,1.56,26,56,26,57.56,0,11,0,0,0
381,Michigan,3,7,2.8,2.43,49,47,51.43,47,16,0,0,0,0
381,Minnesota,3,5,3.9,3.94,39,49,42.94,49,0,10,0,1,0
381,Missouri,7,6,3.5,1.82,47,41,47,42.82,10,0,0,0,0
381,Mississippi,5,5,2.9,1.0,54,39,55.0,39,6,0,0,0,0
381,Montana,3,3,3.2,0.78,46,36,46.78,36,3,0,0,0,0
381,Nebraska,5,4,3.6,1.87,56,29,56,30.87,5,0,0,0,0
381,Nevada,4,2,4.9,4.52,46,46,46,50.52,0,6,1,0,0
381,New Hampshire,2,11,3.7,2.91,38,49,40.91,49,0,4,0,0,0
381,New Jersey,4,9,3.8,0.87,40,51,40.87,51,0,14,0,0,0
381,New Mexico,6,3,1.8,0.82,44,46,44.82,46,0,5,0,0,0
381,New York,3,9,4.5,1.78,34,51,35.78,51,0,29,0,0,0
381,North Carolina,6,7,3.5,2.97,44,44,46.97,44,15,0,1,0,0
381,North Dakota,3,4,4.9,2.5,43,32,43,34.5,3,0,0,0,0
381,Ohio,4,7,3.2,1.03,46,39,46,40.03,18,0,0,0,0
381,Oklahoma,7,4,4.3,2.28,60,30,62.28,30,7,0,0,0,0
381,Oregon,4,1,4.4,1.72,34,41,35.72,41,0,7,0,0,0
381,Pennsylvania,4,8,2.8,0.39,40,46,40.39,46,0,20,0,0,0
381,Rhode Island,4,11,3.4,1.7,32,52,33.7,52,0,4,0,0,0
381,South Carolina,6,8,4.4,1.26,47,36,47,37.26,9,0,0,0,0
381,South Dakota,4,4,4.0,0.93,49,35,49.93,35,3,0,0,0,0
381,Tennessee,6,6,4.4,3.45,44,34,47.45,34,11,0,0,0,0
381,Texas,8,4,3.6,2.22,49,35,51.22,35,38,0,0,0,0
381,Utah,5,2,2.7,2.44,40,30,40,32.44,6,0,0,0,0
381,Vermont,2,10,3.0,0.3,26,52,26.3,52,0,3,0,0,0
381,Virginia,5,8,3.6,0.5,42,48,42,48.5,0,13,0,0,0
381,Washington,3,1,4.9,2.53,39,55,39,57.53,0,12,0,0,0
381,West Virginia,5,7,5.0,2.82,60,28,62.82,28,5,0,0,0,0
381,Wisconsin,2,6,1.9,1.7,41,49,42.7,49,0,10,0,0,0
381,Wyoming,4,3,3.6,0.68,58,20,58,20.68,3,0,0,0,0
381,totals,,,,,,,1,0,272,266,,,0
382,Alabama,7,7,2.0,1.25,48,32,48,33.25,9,0,0,0,0
382,Alaska,1,1,4.9,0.61,43,47,43,47.61,0,3,0,0,0
382,Arizona,6,2,4.9,0.38,47,45,47,45.38,11,0,0,0,0
382,Arkansas,6,5,4.1,3.14,59,36,59,39.14,6,0,0,0,0
382,California,5,1,4.9,3.8,35,58,35,61.8,0,55,0,0,0
382,Colorado,5,3,3.7,0.84,43,48,43.84,48,0,9,0,0,0
382,Connecticut,4,10,3.0,1.73,35,50,36.73,50,0,7,0,0,0
382,Delaware,5,10,4.1,1.88,30,51,31.88,51,0,3,0,0,0
382,District of Columbia,6,9,4.9,2.12,4,91,4,93.12,0,3,0,0,0
382,Florida,8,9,3.3,0.37,50,46,50.37,46,29,0,0,0,0
382,Georgia,7,8,2.8,0.15,52,45,52,45.15,16,0,0,0,0
382,Hawaii,1,2,5.0,4.25,30,62,34.25,62,0,4,0,0,0
382,Idaho,3,2,4.0,3.67,48,29,48,32.67,4,0,0,0,0
382,Illinois,3,6,4.3,3.43,41,53,41,56.43,0,20,0,0,0
382,Indiana,4,6,4.0,0.93,48,37,48,37.93,11,0,0,0,0
382,Iowa,4,5,3.5,1.57,46,39,46,40.57,6,0,0,0,0
382,Kansas,6,4,5.5,1.71,58,34,58,35.71,6,0,0,0,0
382,Kentucky,5,6,4.0,2.32,54,37,56.32,37,8,0,0,0,0
382,Louisiana,7,5,4.4,2.24,50,35,50,37.24,8,0,0,0,0
382,Maine,1,11,3.5,1.1,42,46,42,47.1,0,4,0,0,0
382,Maryland,5,9,4.0,2.26,27,63,29.26,63,0,10,0,0,0
382,Massachusetts,3,10,5.0,6.15,26,56,32.15,56,0,11,0,1,0
382,Michigan,3,7,2.8,2.06,49,47,49,49.06,0,16,1,0,0
382,Minnesota,3,5,3.9,1.81,39,49,39,50.81,0,10,0,0,0
382,Missouri,7,6,3.5,0.44,47,41,47,41.44,10,0,0,0,0
382,Mississippi,5,5,2.9,2.63,54,39,54,41.63,6,0,0,0,0
382,Montana,3,3,3.2,0.03,46,36,46.03,36,3,0,0,0,0
382,Nebraska,5,4,3.6,1.61,56,29,57.61,29,5,0,0,0,0
382,Nevada,4,2,4.9,3.66,46,46,46,49.66,0,6,1,0,0
382,New Hampshire,2,11,3.7,0.75,38,49,38,49.75,0,4,0,0,0
382,New Jersey,4,9,3.8,3.17,40,51,43.17,51,0,14,0,0,0
382,New Mexico,6,3,1.8,1.68,44,46,44,47.68,0,5,0,0,0
382,New York,3,9,4.5,4.18,34,51,34,55.18,0,29,0,0,0
382,North Carolina,6,7,3.5,0.89,44,44,44.89,44,15,0,1,0,0
382,North Dakota,3,4,4.9,1.24,43,32,43,33.24,3,0,0,0,0
382,Ohio,4,7,3.2,0.33,46,39,46.33,39,18,0,0,0,0
382,Oklahoma,7,4,4.3,2.06,60,30,62.06,30,7,0,0,0,0
382,Oregon,4,1,4.4,0.97,34,41,34,41.97,0,7,0,0,0
382,Pennsylvania,4,8,2.8,2.45,40,46,40,48.45,0,20,0,0,0
382,Rhode Island,4,11,3.4,1.67,32,52,33.67,52,0,4,0,0,0
382,South Carolina,6,8,4.4,0.86,47,36,47,36.86,9,0,0,0,0
382,South Dakota,4,4,4.0,1.06,49,35,50.06,35,3,0,0,0,0
382,Tennessee,6,6,4.4,0.83,44,34,44,34.83,11,0,0,0,0
382,Texas,8,4,3.6,2.18,49,35,49,37.18,38,0,0,0,0
382,Utah,5,2,2.7,1.78,40,30,40,31.78,6,0,0,0,0
382,Vermont,2,10,3.0,1.98,26,52,26,53.98,0,3,0,0,0
382,Virginia,5,8,3.6,2.05,42,48,44.05,48,0,13,0,0,0
382,Washington,3,1,4.9,4.64,39,55,43.64,55,0,12,0,0,0
382,West Virginia,5,7,5.0,4.5,60,28,64.5,28,5,0,0,0,0
382,Wisconsin,2,6,1.9,0.38,41,49,41.38,49,0,10,0,0,0
382,Wyoming,4,3,3.6,0.27,58,20,58.27,20,3,0,0,0,0
382,totals,,,,,,,0,1,256,282,,,0
383,Alabama,7,7,2.0,1.47,48,32,49.47,32,9,0,0,0,0
383,Alaska,1,1,4.9,0.57,43,47,43,47.57,0,3,0,0,0
383,Arizona,6,2,4.9,0.1,47,45,47.1,45,11,0,0,0,0
383,Arkansas,6,5,4.1,0.9,59,36,59.9,36,6,0,0,0,0
383,California,5,1,4.9,5.06,35,58,40.06,58,0,55,0,1,0
383,Colorado,5,3,3.7,1.85,43,48,43,49.85,0,9,0,0,0
383,Connecticut,4,10,3.0,2.79,35,50,35,52.79,0,7,0,0,0
383,Delaware,5,10,4.1,3.22,30,51,30,54.22,0,3,0,0,0
383,District of Columbia,6,9,4.9,3.83,4,91,7.83,91,0,3,0,0,0
383,Florida,8,9,3.3,2.37,50,46,52.37,46,29,0,0,0,0
383,Georgia,7,8,2.8,0.93,52,45,52.93,45,16,0,0,0,0
383,Hawaii,1,2,5.0,1.84,30,62,31.84,62,0,4,0,0,0
383,Idaho,3,2,4.0,3.13,48,29,51.13,29,4,0,0,0,0
383,Illinois,3,6,4.3,3.24,41,53,44.24,53,0,20,0,0,0
383,Indiana,4,6,4.0,1.16,48,37,48,38.16,11,0,0,0,0
383,Iowa,4,5,3.5,7.93,46,39,53.93,39,6,0,0,1,0
383,Kansas,6,4,5.5,4.79,58,34,62.79,34,6,0,0,0,0
383,Kentucky,5,6,4.0,1.63,54,37,55.63,37,8,0,0,0,0
383,Louisiana,7,5,4.4,0.34,50,35,50.34,35,8,0,0,0,0
383,Maine,1,11,3.5,0.59,42,46,42,46.59,0,4,0,0,0
383,Maryland,5,9,4.0,3.64,27,63,27,66.64,0,10,0,0,0
383,Massachusetts,3,10,5.0,4.58,26,56,26,60.58,0,11,0,0,0
383,Michigan,3,7,2.8,1.69,49,47,50.69,47,16,0,0,0,0
383,Minnesota,3,5,3.9,1.32,39,49,40.32,49,0,10,0,0,0
383,Missouri,7,6,3.5,1.01,47,41,47,42.01,10,0,0,0,0
383,Mississippi,5,5,2.9,2.85,54,39,56.85,39,6,0,0,0,0
383,Montana,3,3,3.2,2.56,46,36,46,38.56,3,0,0,0,0
383,Nebraska,5,4,3.6,3.53,56,29,59.53,29,5,0,0,0,0
383,Nevada,4,2,4.9,0.24,46,46,46.24,46,6,0,1,0,0
383,New Hampshire,2,11,3.7,0.42,38,49,38.42,49,0,4,0,0,0
383,New Jersey,4,9,3.8,1.4,40,51,41.4,51,0,14,0,0,0
383,New Mexico,6,3,1.8,0.62,44,46,44,46.62,0,5,0,0,0
383,New York,3,9,4.5,1.15,34,51,34,52.15,0,29,0,0,0
383,North Carolina,6,7,3.5,0.62,44,44,44,44.62,0,15,1,0,0
383,North Dakota,3,4,4.9,1.71,43,32,44.71,32,3,0,0,0,0
383,Ohio,4,7,3.2,3.09,46,39,49.09,39,18,0,0,0,0
383,Oklahoma,7,4,4.3,2.53,60,30,60,32.53,7,0,0,0,0
383,Oregon,4,1,4.4,1.48,34,41,34,42.48,0,7,0,0,0
383,Pennsylvania,4,8,2.8,2.44,40,46,42.44,46,0,20,0,0,0
383,Rhode Island,4,11,3.4,1.62,32,52,33.62,52,0,4,0,0,0
383,South Carolina,6,8,4.4,3.46,47,36,47,39.46,9,0,0,0,0
383,South Dakota,4,4,4.0,1.74,49,35,50.74,35,3,0,0,0,0
383,Tennessee,6,6,4.4,0.98,44,34,44.98,34,11,0,0,0,0
383,Texas,8,4,3.6,2.33,49,35,49,37.33,38,0,0,0,0
383,Utah,5,2,2.7,0.91,40,30,40.91,30,6,0,0,0,0
383,Vermont,2,10,3.0,2.17,26,52,28.17,52,0,3,0,0,0
383,Virginia,5,8,3.6,2.15,42,48,42,50.15,0,13,0,0,0
383,Washington,3,1,4.9,0.77,39,55,39,55.77,0,12,0,0,0
383,West Virginia,5,7,5.0,2.17,60,28,60,30.17,5,0,0,0,0
383,Wisconsin,2,6,1.9,0.27,41,49,41,49.27,0,10,0,0,0
383,Wyoming,4,3,3.6,2.42,58,20,58,22.42,3,0,0,0,0
383,totals,,,,,,,0,1,263,275,,,0
384,Alabama,7,7,2.0,1.37,48,32,48,33.37,9,0,0,0,0
384,Alaska,1,1,4.9,4.08,43,47,47.08,47,3,0,1,0,0
384,Arizona,6,2,4.9,2.0,47,45,49.0,45,11,0,0,0,0
384,Arkansas,6,5,4.1,1.04,59,36,59,37.04,6,0,0,0,0
384,California,5,1,4.9,0.12,35,58,35,58.12,0,55,0,0,0
384,Colorado,5,3,3.7,1.92,43,48,43,49.92,0,9,0,0,0
384,Connecticut,4,10,3.0,2.22,35,50,37.22,50,0,7,0,0,0
384,Delaware,5,10,4.1,0.74,30,51,30.74,51,0,3,0,0,0
384,District of Columbia,6,9,4.9,1.44,4,91,4,92.44,0,3,0,0,0
384,Florida,8,9,3.3,1.28,50,46,50,47.28,29,0,0,0,0
384,Georgia,7,8,2.8,1.99,52,45,53.99,45,16,0,0,0,0
384,Hawaii,1,2,5.0,0.79,30,62,30.79,62,0,4,0,0,0
384,Idaho,3,2,4.0,0.46,48,29,48,29.46,4,0,0,0,0
384,Illinois,3,6,4.3,1.24,41,53,42.24,53,0,20,0,0,0
384,Indiana,4,6,4.0,1.64,48,37,49.64,37,11,0,0,0,0
384,Iowa,4,5,3.5,2.46,46,39,46,41.46,6,0,0,0,0
384,Kansas,6,4,5.5,5.04,58,34,58,39.04,6,0,0,0,0
384,Kentucky,5,6,4.0,9.66,54,37,63.66,37,8,0,0,1,0
384,Louisiana,7,5,4.4,3.3,50,35,50,38.3,8,0,0,0,0
384,Maine,1,11,3.5,2.45,42,46,42,48.45,0,4,0,0,0
384,Maryland,5,9,4.0,0.66,27,63,27,63.66,0,10,0,0,0
384,Massachusetts,3,10,5.0,4.45,26,56,30.45,56,0,11,0,0,0
384,Michigan,3,7,2.8,1.66,49,47,50.66,47,16,0,0,0,0
384,Minnesota,3,5,3.9,2.6,39,49,39,51.6,0,10,0,0,0
384,Missouri,7,6,3.5,2.96,47,41,47,43.96,10,0,0,0,0
384,Mississippi,5,5,2.9,1.35,54,39,55.35,39,6,0,0,0,0
384,Montana,3,3,3.2,1.59,46,36,46,37.59,3,0,0,0,0
384,Nebraska,5,4,3.6,2.41,56,29,56,31.41,5,0,0,0,0
384,Nevada,4,2,4.9,4.37,46,46,46,50.37,0,6,1,0,0
384,New Hampshire,2,11,3.7,3.69,38,49,41.69,49,0,4,0,0,0
384,New Jersey,4,9,3.8,3.45,40,51,43.45,51,0,14,0,0,0
384,New Mexico,6,3,1.8,0.5,44,46,44.5,46,0,5,0,0,0
384,New York,3,9,4.5,1.58,34,51,35.58,51,0,29,0,0,0
384,North Carolina,6,7,3.5,2.53,44,44,46.53,44,15,0,1,0,0
384,North Dakota,3,4,4.9,4.22,43,32,47.22,32,3,0,0,0,0
384,Ohio,4,7,3.2,0.26,46,39,46,39.26,18,0,0,0,0
384,Oklahoma,7,4,4.3,0.33,60,30,60,30.33,7,0,0,0,0
384,Oregon,4,1,4.4,3.96,34,41,37.96,41,0,7,0,0,0
384,Pennsylvania,4,8,2.8,0.97,40,46,40,46.97,0,20,0,0,0
384,Rhode Island,4,11,3.4,1.82,32,52,33.82,52,0,4,0,0,0
384,South Carolina,6,8,4.4,3.69,47,36,50.69,36,9,0,0,0,0
384,South Dakota,4,4,4.0,3.35,49,35,52.35,35,3,0,0,0,0
384,Tennessee,6,6,4.4,0.82,44,34,44,34.82,11,0,0,0,0
384,Texas,8,4,3.6,3.22,49,35,52.22,35,38,0,0,0,0
384,Utah,5,2,2.7,0.1,40,30,40,30.1,6,0,0,0,0
384,Vermont,2,10,3.0,1.92,26,52,27.92,52,0,3,0,0,0
384,Virginia,5,8,3.6,6.08,42,48,42,54.08,0,13,0,1,0
384,Washington,3,1,4.9,1.67,39,55,40.67,55,0,12,0,0,0
384,West Virginia,5,7,5.0,1.96,60,28,60,29.96,5,0,0,0,0
384,Wisconsin,2,6,1.9,1.46,41,49,41,50.46,0,10,0,0,0
384,Wyoming,4,3,3.6,1.64,58,20,59.64,20,3,0,0,0,0
384,totals,,,,,,,1,0,275,263,,,0
385,Alabama,7,7,2.0,1.8,48,32,48,33.8,9,0,0,0,0
385,Alaska,1,1,4.9,4.78,43,47,47.78,47,3,0,1,0,0
385,Arizona,6,2,4.9,2.16,47,45,49.16,45,11,0,0,0,0
385,Arkansas,6,5,4.1,2.58,59,36,61.58,36,6,0,0,0,0
385,California,5,1,4.9,3.81,35,58,38.81,58,0,55,0,0,0
385,Colorado,5,3,3.7,0.34,43,48,43,48.34,0,9,0,0,0
385,Connecticut,4,10,3.0,0.25,35,50,35,50.25,0,7,0,0,0
385,Delaware,5,10,4.1,2.74,30,51,32.74,51,0,3,0,0,0
385,District of Columbia,6,9,4.9,0.3,4,91,4.3,91,0,3,0,0,0
385,Florida,8,9,3.3,0.82,50,46,50.82,46,29,0,0,0,0
385,Georgia,7,8,2.8,0.21,52,45,52.21,45,16,0,0,0,0
385,Hawaii,1,2,5.0,4.05,30,62,30,66.05,0,4,0,0,0
385,Idaho,3,2,4.0,0.98,48,29,48,29.98,4,0,0,0,0
385,Illinois,3,6,4.3,1.45,41,53,41,54.45,0,20,0,0,0
385,Indiana,4,6,4.0,1.39,48,37,49.39,37,11,0,0,0,0
385,Iowa,4,5,3.5,1.32,46,39,47.32,39,6,0,0,0,0
385,Kansas,6,4,5.5,1.57,58,34,59.57,34,6,0,0,0,0
385,Kentucky,5,6,4.0,3.55,54,37,54,40.55,8,0,0,0,0
385,Louisiana,7,5,4.4,3.77,50,35,53.77,35,8,0,0,0,0
385,Maine,1,11,3.5,0.46,42,46,42.46,46,0,4,0,0,0
385,Maryland,5,9,4.0,6.31,27,63,33.31,63,0,10,0,1,0
385,Massachusetts,3,10,5.0,4.8,26,56,26,60.8,0,11,0,0,0
385,Michigan,3,7,2.8,1.17,49,47,50.17,47,16,0,0,0,0
385,Minnesota,3,5,3.9,0.12,39,49,39,49.12,0,10,0,0,0
385,Missouri,7,6,3.5,1.25,47,41,47,42.25,10,0,0,0,0
385,Mississippi,5,5,2.9,2.84,54,39,54,41.84,6,0,0,0,0
385,Montana,3,3,3.2,3.02,46,36,49.02,36,3,0,0,0,0
385,Nebraska,5,4,3.6,0.94,56,29,56.94,29,5,0,0,0,0
385,Nevada,4,2,4.9,3.51,46,46,49.51,46,6,0,1,0,0
385,New Hampshire,2,11,3.7,0.46,38,49,38,49.46,0,4,0,0,0
385,New Jersey,4,9,3.8,0.43,40,51,40.43,51,0,14,0,0,0
385,New Mexico,6,3,1.8,0.43,44,46,44.43,46,0,5,0,0,0
385,New York,3,9,4.5,0.44,34,51,34.44,51,0,29,0,0,0
385,North Carolina,6,7,3.5,2.37,44,44,44,46.37,0,15,1,0,0
385,North Dakota,3,4,4.9,4.29,43,32,47.29,32,3,0,0,0,0
385,Ohio,4,7,3.2,1.73,46,39,46,40.73,18,0,0,0,0
385,Oklahoma,7,4,4.3,0.27,60,30,60,30.27,7,0,0,0,0
385,Oregon,4,1,4.4,3.22,34,41,34,44.22,0,7,0,0,0
385,Pennsylvania,4,8,2.8,1.52,40,46,40,47.52,0,20,0,0,0
385,Rhode Island,4,11,3.4,0.92,32,52,32,52.92,0,4,0,0,0
385,South Carolina,6,8,4.4,3.9,47,36,47,39.9,9,0,0,0,0
385,South Dakota,4,4,4.0,3.55,49,35,52.55,35,3,0,0,0,0
385,Tennessee,6,6,4.4,2.11,44,34,46.11,34,11,0,0,0,0
385,Texas,8,4,3.6,1.21,49,35,49,36.21,38,0,0,0,0
385,Utah,5,2,2.7,1.92,40,30,40,31.92,6,0,0,0,0
385,Vermont,2,10,3.0,0.01,26,52,26,52.01,0,3,0,0,0
385,Virginia,5,8,3.6,2.21,42,48,44.21,48,0,13,0,0,0
385,Washington,3,1,4.9,2.2,39,55,39,57.2,0,12,0,0,0
385,West Virginia,5,7,5.0,4.3,60,28,60,32.3,5,0,0,0,0
385,Wisconsin,2,6,1.9,1.11,41,49,41,50.11,0,10,0,0,0
385,Wyoming,4,3,3.6,1.11,58,20,59.11,20,3,0,0,0,0
385,totals,,,,,,,0,1,266,272,,,0
386,Alabama,7,7,2.0,0.26,48,32,48.26,32,9,0,0,0,0
386,Alaska,1,1,4.9,1.48,43,47,43,48.48,0,3,0,0,0
386,Arizona,6,2,4.9,4.13,47,45,51.13,45,11,0,0,0,0
386,Arkansas,6,5,4.1,2.41,59,36,59,38.41,6,0,0,0,0
386,California,5,1,4.9,1.73,35,58,36.73,58,0,55,0,0,0
386,Colorado,5,3,3.7,0.24,43,48,43.24,48,0,9,0,0,0
386,Connecticut,4,10,3.0,0.19,35,50,35.19,50,0,7,0,0,0
386,Delaware,5,10,4.1,2.59,30,51,32.59,51,0,3,0,0,0
386,District of Columbia,6,9,4.9,1.29,4,91,5.29,91,0,3,0,0,0
386,Florida,8,9,3.3,1.2,50,46,51.2,46,29,0,0,0,0
386,Georgia,7,8,2.8,1.6,52,45,52,46.6,16,0,0,0,0
386,Hawaii,1,2,5.0,4.79,30,62,30,66.79,0,4,0,0,0
386,Idaho,3,2,4.0,3.83,48,29,51.83,29,4,0,0,0,0
386,Illinois,3,6,4.3,1.23,41,53,41,54.23,0,20,0,0,0
